Index Name,Index Date,Open Index Value,High Index Value,Low Index Value,Closing Index Value,Points Change,Change(%),Volume,Turnover (Rs. Cr.),P/E,P/B,Div Yield
Nifty 50,22-01-2026,25344.15,25435.75,25168.5,25289.9,132.4,.53,486395433,34583.24,21.97,3.44,1.31
Nifty Next 50,22-01-2026,67332.35,67976.4,67194.95,67592.8,728.35,1.09,215996314,11016.1,19.59,3.52,1.45
Nifty 100,22-01-2026,25890.3,26008.4,25739.6,25860.25,158.85,.62,702391747,45599.34,21.54,3.45,1.33
Nifty 200,22-01-2026,14067.3,14146.35,13991.15,14063.9,104.35,.75,1831055858,68360.14,22.87,3.57,1.24
Nifty 500,22-01-2026,23013.45,23144.55,22888.5,23008.75,173.6,.76,2492411717,87635.23,23.42,3.58,1.18
Nifty Midcap 50,22-01-2026,16596.4,16788.45,16540.9,16672.0,218.45,1.33,327992223,10618.19,31.84,4.44,.82
NIFTY Midcap 100,22-01-2026,57962.6,58568.95,57755.75,58191.3,767.65,1.34,1128664111,22760.8,31.68,4.23,.82
NIFTY Smallcap 100,22-01-2026,16717.9,16807.7,16534.9,16677.25,126.05,.76,370828084,12834.68,30.14,3.61,.76
Nifty50 Dividend Points,22-01-2026,-,-,-,264.68,0.0,-,-,-,-,-,-
Nifty Auto,22-01-2026,27153.85,27453.35,26954.65,27110.2,238.95,.89,50786798,3492.03,29.44,4.65,1.16
Nifty Bank,22-01-2026,59194.25,59573.1,58823.05,59200.1,399.8,.68,300681497,11221.61,16.11,2.17,.99
Nifty Energy,22-01-2026,33623.55,33861.45,33539.6,33747.0,376.95,1.13,268290053,6816.8,14.39,2.2,2.41
Nifty Financial Services,22-01-2026,27150.65,27275.3,26956.05,27149.95,186.45,.69,143931592,13541.23,17.51,2.86,.86
Nifty FMCG,22-01-2026,51582.05,52095.3,51560.5,51978.4,575.9,1.12,39834200,3020.83,38.13,9.38,2.13
Nifty IT,22-01-2026,38294.8,38542.5,38080.95,38301.75,309.45,.81,25652075,4028.76,27.31,7.12,2.76
Nifty Media,22-01-2026,1367.5,1393.25,1365.55,1386.35,32.35,2.39,30160612,470.28,29.84,1.46,1.37
Nifty Metal,22-01-2026,11514.9,11685.85,11468.6,11573.7,134.75,1.18,200709098,8189.42,20.54,3.02,1.58
Nifty MNC,22-01-2026,30121.05,30362.4,30054.55,30280.15,355.15,1.19,52810193,4819.46,36.72,8.78,1.51
Nifty Pharma,22-01-2026,21738.2,22030.55,21726.4,21928.0,343.6,1.59,22518155,2920.49,32.58,4.75,.7
Nifty PSU Bank,22-01-2026,8857.65,9018.35,8857.6,8984.8,205.4,2.34,152568606,3608.03,9.09,1.47,2.13
Nifty Realty,22-01-2026,794.8,797.15,777.9,782.5,-5.8,-.74,18267831,1585.79,35.98,3.79,.38
Nifty India Consumption,22-01-2026,11780.75,11818.45,11641.05,11692.15,30.15,.26,233650478,14474.77,38.75,7.9,1.1
Nifty Commodities,22-01-2026,9400.9,9503.25,9398.45,9464.7,117.2,1.25,184813990,9121.29,16.55,2.25,1.8
Nifty Dividend Opportunities 50,22-01-2026,6323.05,6374.15,6316.45,6350.05,67.8,1.08,401752327,16920.04,14.92,2.96,2.96
Nifty Infrastructure,22-01-2026,9076.55,9124.7,9030.1,9079.65,64.15,.71,212511171,10960.91,20.39,2.98,1.14
Nifty PSE,22-01-2026,9683,9777.25,9680.55,9765.2,144.85,1.51,172939796,4782.75,11.05,1.96,3.24
Nifty Services Sector,22-01-2026,33185.05,33223.55,32880.2,33044.0,133.35,.41,354557839,23805.33,21.07,3.48,1.3
Nifty50 Shariah,22-01-2026,4808.1,4839.5,4801.1,4825.65,47.05,.98,60891133,7294.79,25.34,4.65,2.02
Nifty500 Shariah,22-01-2026,6956.1,7008.45,6944.65,6977.75,70.65,1.02,516455783,24477.1,27.56,4.71,1.44
Nifty Low Volatility 50,22-01-2026,25018.1,25189.55,24999.05,25105.95,218.65,.88,211118650,25028.86,30.83,5.06,1.24
Nifty Alpha 50,22-01-2026,48482.55,48830.5,47993.85,48455.85,459.4,.96,234660961,17021.12,31.18,4.19,.6
Nifty High Beta 50,22-01-2026,3769.25,3806.5,3737.5,3758.2,33.6,.9,933247860,15663.08,23.15,2.91,1.15
Nifty100 Equal Weight,22-01-2026,33039,33297.3,32951.8,33118.15,317.5,.97,702391747,45599.34,22.25,3.68,1.34
Nifty100 Liquid 15,22-01-2026,7358.65,7392.45,7309.25,7344.6,61.9,.85,297665660,15004.32,22.64,3.32,.89
Nifty CPSE,22-01-2026,6405.85,6489.7,6401.05,6480.95,113.8,1.79,92492067,2614.22,13.51,2.08,3.13
Nifty50 Value 20,22-01-2026,13142.75,13206.05,13095.15,13162.2,103.25,.79,154932932,12204.64,17.26,3.04,2.03
Nifty Midcap Liquid 15,22-01-2026,15458.75,15617.75,15371.4,15503.95,203.35,1.33,210831763,4607.53,35.06,4.4,.63
Nifty Shariah 25,22-01-2026,8284.4,8354.45,8279.3,8320.75,90.75,1.1,53637872,6952.3,29.44,5.27,1.8
India VIX,22-01-2026,13.78,14.3275,12.9075,13.35,-0.43,-3.12,-,-,-,-,-
Nifty Growth Sectors 15,22-01-2026,12262.1,12327.4,12146.05,12220.25,50.15,.41,29267450,6096.46,31.9,7.27,1.73
Nifty50 TR 1x Inverse,22-01-2026,169.1,170.25,168.45,169.45,-0.85,-.5,-,-,-,-,-
Nifty50 TR 2x Leverage,22-01-2026,20642.5,20789.25,20358.5,20554.85,211.15,1.04,-,-,-,-,-
Nifty50 PR 1x Inverse,22-01-2026,206.75,208.2,206,207.2,-1.1,-.53,-,-,-,-,-
